Step,Win percentage,Player,al_bridge_1,al_bridge_2,al_bridge_3,al_escape_1,al_escape_2,al_escape_3,en_bridge_1,en_bridge_2,en_bridge_3,en_escape_1,en_escape_2,en_escape_3,al_pawns,en_pawns
1,48.0,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,41.0,3,3,4,3,2,3,3,4,4,3,3,3,0,0
1,55.00000000000001,4,3,3,3,2,3,3,4,4,3,3,3,0,0
1,50.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,55.00000000000001,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,55.00000000000001,4,3,4,3,1,3,3,4,4,3,3,3,0,0
1,53.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,42.0,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,44.0,4,3,4,3,1,3,3,4,4,3,3,3,0,0
1,49.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,48.0,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,44.0,3,3,4,3,2,3,3,4,4,3,3,3,0,0
1,60.0,4,3,3,3,2,3,3,4,4,3,3,3,0,0
1,51.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,47.0,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,43.0,4,3,4,3,1,3,3,4,4,3,3,3,0,0
1,45.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,38.0,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,46.0,4,3,4,3,1,3,3,4,4,3,3,3,0,0
1,38.0,4,4,3,3,2,2,3,4,4,3,3,3,0,0
1,62.375,3,4,4,1,2,3,4,4,4,3,3,3,1,1
1,55.00000000000001,3,3,4,2,2,3,4,4,4,3,3,3,1,1
1,63.125,4,3,3,2,2,3,4,4,4,3,3,3,1,1
1,60.5,4,4,3,2,2,2,4,4,4,3,3,3,1,1
1,56.00000000000001,3,4,4,2,2,3,3,4,4,3,3,3,0,0
1,73.23333333333333,4,3,4,2,1,3,4,4,4,3,3,3,1,1
1,60.666666666666664,4,4,3,2,2,2,4,4,4,3,3,3,1,1
1,55.00000000000001,3,4,4,1,2,3,4,4,4,3,3,3,1,1
1,62.8,4,3,4,2,1,3,4,4,4,3,3,3,1,1
1,60.5,4,4,3,2,2,2,4,4,4,3,3,3,1,1
1,51.0,3,4,4,2,2,3,4,3,4,4,3,4,0,0
1,51.0,3,3,4,3,2,3,4,3,4,4,3,4,0,0
1,44.0,4,3,3,3,2,3,4,3,4,4,3,4,0,0
1,38.0,4,4,3,3,2,2,4,3,4,4,3,4,0,0
1,42.0,3,4,4,2,2,3,4,3,4,4,3,4,0,0
1,45.0,4,3,4,3,1,3,4,3,4,4,3,4,0,0
1,43.0,4,4,3,3,2,2,4,3,4,4,3,4,0,0
1,48.0,3,4,4,2,2,3,4,3,4,4,3,4,0,0
1,45.0,4,3,4,3,1,3,4,3,4,4,3,4,0,0
1,47.0,4,4,3,3,2,2,4,3,4,4,3,4,0,0
1,54.5,3,4,4,2,1,3,4,4,4,4,3,4,1,1
1,56.99999999999999,3,3,4,3,1,3,4,4,4,4,3,4,1,1
1,63.0,4,3,3,3,1,3,4,4,4,4,3,4,1,1
1,62.857142857142854,4,4,3,3,1,2,4,4,4,4,3,4,1,1
1,59.0,3,4,4,2,1,3,4,4,4,4,3,4,1,1
1,62.5,4,3,4,3,1,3,4,3,4,4,3,4,0,0
1,61.0,4,4,3,3,1,2,4,4,4,4,3,4,1,1
1,61.5,3,4,4,2,1,3,4,4,4,4,3,4,1,1
1,62.2,4,3,4,3,0,3,4,4,4,4,3,4,1,1
1,52.0,4,4,3,3,1,2,4,4,4,4,3,4,1,1
1,46.0,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,44.0,3,3,4,3,2,3,4,4,3,3,3,3,0,0
1,49.0,4,3,3,3,2,3,4,4,3,3,3,3,0,0
1,45.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,54.0,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,48.0,4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,49.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,47.0,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,47.0,4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,43.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,56.99999999999999,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,60.5,3,3,4,3,2,3,4,4,3,3,3,3,0,0
1,44.0,4,3,3,3,2,3,4,4,3,3,3,3,0,0
1,42.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,53.0,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,60.0,4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,59.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,56.99999999999999,3,4,4,2,2,3,4,4,3,3,3,3,0,0
1,55.00000000000001,4,3,4,3,1,3,4,4,3,3,3,3,0,0
1,56.99999999999999,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,56.00000000000001,3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,50.0,3,3,4,3,2,2,4,4,4,3,3,3,1,1
1,58.5,4,3,3,3,2,2,4,4,4,3,3,3,1,1
1,55.00000000000001,4,4,3,3,2,1,4,4,4,3,3,3,1,1
1,60.5,3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,61.0,4,3,4,3,1,2,4,4,4,3,3,3,1,1
1,50.0,4,4,3,3,2,2,4,4,3,3,3,3,0,0
1,60.333333333333336,3,4,4,2,2,2,4,4,4,3,3,3,1,1
1,59.0,4,3,4,3,1,2,4,4,4,3,3,3,1,1
1,61.5,4,4,3,3,2,1,4,4,4,3,3,3,1,1
2,67.0,4,3,4,4,2,3,3,4,4,3,3,3,2,2
2,69.0,4,3,3,4,3,3,3,4,4,3,3,3,0,2
2,65.0,4,4,3,4,3,2,3,4,4,3,3,3,2,2
2,65.0,3,4,4,3,3,3,3,4,4,3,3,3,2,2
2,65.0,3,4,4,3,3,3,3,4,4,3,3,3,2,2
2,64.0,4,3,4,4,2,3,3,4,4,3,3,3,2,2
2,70.0,4,4,3,4,3,2,3,4,4,3,3,3,2,2
2,70.0,3,4,4,3,3,3,3,4,4,3,3,3,2,2
2,53.0,4,3,4,4,2,3,3,4,4,3,3,3,2,2
2,71.0,4,4,3,4,3,2,3,4,4,3,3,3,2,2
2,80.0,3,4,4,3,3,3,3,4,4,3,3,3,2,2
2,44.0,4,3,4,2,1,3,3,4,4,2,2,4,2,0
2,54.0,4,3,3,2,2,3,3,4,4,2,2,4,0,0
2,50.0,4,4,3,2,2,2,3,4,4,2,2,4,2,0
2,46.0,3,4,4,1,2,3,3,4,4,2,2,4,2,0
2,Nan,3,4,4,2,2,3,3,3,4,2,2,4,2,0
2,Nan,4,3,4,2,1,3,3,4,4,2,2,4,2,0
2,Nan,4,4,3,2,2,2,3,4,4,2,2,4,2,0
2,Nan,3,4,4,1,2,3,3,4,4,2,2,4,2,0
2,Nan,4,3,4,2,2,3,3,3,4,2,2,4,2,0
2,Nan,4,4,3,2,2,2,3,4,4,2,2,4,2,0
2,Nan,3,4,4,2,2,3,2,4,4,2,2,4,2,0
2,Nan,4,3,4,3,2,3,3,3,4,2,3,4,2,0
2,Nan,4,3,3,3,3,3,3,3,4,2,3,4,0,0
2,Nan,4,4,3,3,3,2,3,3,4,2,3,4,2,0
2,Nan,3,4,4,2,3,3,3,3,4,2,3,4,2,0
2,Nan,3,4,4,2,3,3,3,3,4,2,3,4,2,0
2,Nan,4,3,4,3,2,3,3,3,4,2,3,4,2,0
2,Nan,4,4,3,3,3,2,3,3,4,2,3,4,2,0
2,Nan,3,4,4,2,3,3,3,3,4,2,3,4,2,0
2,Nan,4,3,4,3,2,3,3,3,4,2,3,4,2,0
2,Nan,4,4,3,3,3,2,3,3,4,2,3,4,2,0
2,Nan,3,4,4,3,3,3,2,3,4,2,3,4,2,0
2,Nan,4,3,4,3,2,2,3,4,4,1,3,3,2,2
2,Nan,4,3,3,3,3,2,3,4,4,1,3,3,0,2
2,Nan,4,4,3,3,3,1,3,4,4,1,3,3,2,2
2,Nan,3,4,4,2,3,2,3,4,4,1,3,3,2,2
2,Nan,3,4,4,2,3,2,3,4,4,1,3,3,2,2
2,Nan,4,3,4,3,2,2,3,4,4,1,3,3,2,2
2,Nan,4,4,3,3,3,1,3,4,4,1,3,3,2,2
2,Nan,3,4,4,2,3,2,3,4,4,1,3,3,2,2
2,Nan,4,3,4,3,2,2,3,4,4,1,3,3,2,2
2,Nan,4,4,3,3,3,2,3,4,3,1,3,3,2,2
2,Nan,3,4,4,3,3,2,2,4,4,1,3,3,2,2
2,Nan,4,3,4,3,2,3,3,4,3,1,3,3,2,2
2,Nan,4,3,3,3,3,3,3,4,3,1,3,3,0,2
2,Nan,4,4,3,3,3,2,3,4,3,1,3,3,2,2
2,Nan,3,4,4,2,3,3,3,4,3,1,3,3,2,2
